Date_Time_UTC,0.00001,0.0001,0.001,0.01,0.1,1,10,100,1000,10000,100000,1000000,0.00001_BTC_total,0.0001_BTC_total,0.001_BTC_total,0.01_BTC_total,0.1_BTC_total,1_BTC_total,10_BTC_total,100_BTC_total,1000_BTC_total,10000_BTC_total,100000_BTC_total,1000000_BTC_total,USD_0.00001_BTC,USD_0.0001_BTC,USD_0.001_BTC,USD_0.01_BTC,USD_0.1_BTC,USD_1_BTC,USD_10_BTC,USD_100_BTC,USD_1000_BTC,USD_10000_BTC,USD_100000_BTC,USD_1000000_BTC
2022-11-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,281239,,,965384,1995472,4370324,3861226,4649796,2298134,791026,,,,,,,,,,,,
2022-11-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,281567,,,967023,1997794,4367478,3861487,4660353,2286659,791051,,,,,,,,,,,,
2022-11-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,281542,,,968063,2000120,4369475,3865815,4652426,2284778,792005,,,,,,,,,,,,
2022-11-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,281704,,,969072,2003096,4370060,3864035,4649518,2284865,792558,,,,,,,,,,,,
2022-11-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,281380,,,970209,2003251,4373041,3868279,4637038,2285064,797500,,,,,,,,,,,,
2022-11-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,280902,,,971642,2005178,4372734,3868606,4642520,2284020,790986,,,,,,,,,,,,
2022-11-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,281043,,,973516,2008992,4375378,3864561,4649180,2271206,793567,,,,,,,,,,,,
2022-11-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,281351,,,975412,2010533,4376426,3869593,4649826,2259990,795155,,,,,,,,,,,,
2022-12-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,281131,,,976161,2012625,4380695,3865811,4652440,2254098,796313,,,,,,,,,,,,
2022-12-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,281610,,,977482,2014452,4379103,3881720,4630147,2262241,793307,,,,,,,,,,,,
2022-12-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,281837,,,977710,2015571,4381501,3879883,4616526,2273780,794053,,,,,,,,,,,,
2022-12-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,281730,,,978431,2016837,4383057,3874538,4620581,2274021,792503,,,,,,,,,,,,
2022-12-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,281331,,,979033,2017555,4383502,3874509,4631479,2264403,790781,,,,,,,,,,,,
2022-12-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,281400,,,980297,2019477,4384294,3874668,4603669,2289288,790369,,,,,,,,,,,,
2022-12-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,281119,,,980788,2021246,4384107,3874429,4601975,2288567,792276,,,,,,,,,,,,
2022-12-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,281151,,,981066,2022386,4386082,3882544,4608336,2274202,789795,,,,,,,,,,,,
2022-12-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,281267,,,981911,2023391,4385730,3884893,4602895,2380359,686123,,,,,,,,,,,,
2022-12-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,281204,,,982443,2024715,4386275,3885971,4601449,2379313,686123,,,,,,,,,,,,
2022-12-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,281194,,,983145,2025033,4388383,3884207,4600229,2380061,686123,,,,,,,,,,,,
2022-12-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,281377,,,984745,2027795,4392732,3891242,4604679,2360599,686123,,,,,,,,,,,,
2022-12-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,281551,,,987838,2034385,4406488,3898837,4603377,2331657,686123,,,,,,,,,,,,
2022-12-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,281925,,,989455,2037163,4408989,3902722,4610955,2314937,685123,,,,,,,,,,,,
2022-12-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,282288,,,990677,2039710,4407337,3902809,4605451,2318730,685123,,,,,,,,,,,,
2022-12-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,283128,,,992985,2043170,4413814,3908228,4611729,2295810,684123,,,,,,,,,,,,
2022-12-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,283250,,,994654,2045002,4421624,3912045,4589436,2303652,684123,,,,,,,,,,,,
2022-12-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,283460,,,996183,2047598,4425243,3908920,4599396,2289733,684123,,,,,,,,,,,,
2022-12-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,283915,,,997573,2048868,4422927,3914720,4594907,2302340,670307,,,,,,,,,,,,
2022-12-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,283993,,,998962,2049997,4422210,3910828,4595973,2304192,670307,,,,,,,,,,,,
2022-12-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,284226,,,999559,2050924,4422378,3910971,4616311,2282654,670307,,,,,,,,,,,,
2022-12-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,284535,,,1000158,2052535,4425062,3908414,4611654,2285534,670307,,,,,,,,,,,,
2022-12-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,285242,,,1000770,2053784,4423215,3910952,4593585,2301175,670307,,,,,,,,,,,,
2022-12-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,285803,,,1000827,2054184,4426087,3913954,4586584,2301852,670307,,,,,,,,,,,,
2022-12-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,285733,,,1000978,2055538,4423506,3914072,4588122,2302174,670307,,,,,,,,,,,,
2022-12-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,285767,,,1001639,2056456,4424993,3909337,4590258,2302486,670307,,,,,,,,,,,,
2022-12-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,286180,,,1002013,2056563,4424850,3911786,4584681,2305593,670307,,,,,,,,,,,,
2022-12-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,286320,,,1001343,2057277,4424853,3909905,4591434,2301611,670307,,,,,,,,,,,,
2022-12-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,286352,,,1002037,2057887,4427829,3916120,4582437,2300967,670307,,,,,,,,,,,,
2022-12-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,286344,,,1001781,2058116,4425895,3923667,4581701,2297021,670307,,,,,,,,,,,,
2022-12-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,286612,,,1002164,2058193,4427223,3920299,4579420,2301682,670307,,,,,,,,,,,,
2023-01-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,286703,,,1001453,2058516,4426324,3920896,4576779,2305853,670307,,,,,,,,,,,,
2023-01-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,286728,,,1001960,2059753,4424920,3921410,4566675,2316090,670307,,,,,,,,,,,,
2023-01-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,286956,,,1002853,2060948,4425828,3916774,4560092,2324979,670307,,,,,,,,,,,,
2023-01-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,286831,,,1002453,2062079,4428516,3911288,4564176,2324029,670307,,,,,,,,,,,,
2023-01-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,286754,,,1002701,2062616,4429671,3910116,4554600,2333871,670307,,,,,,,,,,,,
2023-01-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,286965,,,1003690,2062907,4430445,3917414,4564430,2315592,670306,,,,,,,,,,,,
2023-01-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,287507,,,1004636,2063030,4429801,3913941,4570027,2315500,668306,,,,,,,,,,,,
2023-01-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,287786,,,1004374,2063606,4430263,3912395,4570801,2316160,668306,,,,,,,,,,,,
2023-01-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,287789,,,1004647,2064820,4430970,3915377,4569955,2312752,668306,,,,,,,,,,,,
2023-01-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,287030,,,1004371,2063677,4434255,3917860,4570050,2310137,668306,,,,,,,,,,,,
2023-01-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,286838,,,1005392,2064599,4435882,3916155,4571162,2308291,668306,,,,,,,,,,,,
2023-01-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,286654,,,1005230,2062918,4434840,3917781,4582129,2299660,668306,,,,,,,,,,,,
2023-01-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,286517,,,1005564,2062417,4433469,3927775,4577420,2297024,668306,,,,,,,,,,,,
2023-01-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,286533,,,1004644,2060298,4433556,3925899,4590114,2290211,668306,,,,,,,,,,,,
2023-01-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,286819,,,1005027,2060938,4434742,3930547,4588226,2285975,668306,,,,,,,,,,,,
2023-01-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,286549,,,1004614,2059523,4431482,3920948,4598025,2292114,668306,,,,,,,,,,,,
2023-01-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,286323,,,1004508,2058786,4429346,3924598,4597033,2293623,668306,,,,,,,,,,,,
2023-01-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,286056,,,1003971,2058607,4428200,3918407,4621260,2278622,668306,,,,,,,,,,,,
2023-01-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,285804,,,1004169,2060759,4429672,3916081,4611249,2288231,668306,,,,,,,,,,,,
2023-01-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,286199,,,1004693,2061332,4429685,3916281,4619809,2278862,668306,,,,,,,,,,,,
2023-01-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,286590,,,1004848,2059996,4427017,3911569,4602038,2305678,668306,,,,,,,,,,,,
2023-01-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,286343,,,1004155,2060595,4427722,3910661,4602092,2307048,668306,,,,,,,,,,,,
2023-01-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,286104,,,1003962,2060191,4429435,3912381,4598823,2308703,668306,,,,,,,,,,,,
2023-01-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,286339,,,1004513,2060168,4428128,3910802,4627694,2282773,668306,,,,,,,,,,,,
2023-01-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,286453,,,1004778,2061138,4428818,3904599,4622209,2293491,668306,,,,,,,,,,,,
2023-01-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,286529,,,1004973,2061520,4428206,3905339,4610019,2305919,668306,,,,,,,,,,,,
2023-01-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,287012,,,1005278,2061172,4429311,3913407,4592138,2315143,668306,,,,,,,,,,,,
2023-01-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,287080,,,1005483,2060989,4430634,3911768,4573034,2335486,668306,,,,,,,,,,,,
2023-01-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,287458,,,1005546,2061371,4431913,3911142,4573503,2334546,668306,,,,,,,,,,,,
2023-01-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,287481,,,1005715,2062215,4431738,3907174,4568918,2343119,668306,,,,,,,,,,,,
2023-01-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,287802,,,1006159,2061798,4432288,3907892,4567296,2343876,668306,,,,,,,,,,,,
2023-02-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,287737,,,1005696,2061514,4434629,3911350,4577645,2329364,668306,,,,,,,,,,,,
2023-02-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,288000,,,1005933,2061594,4433624,3909290,4584635,2325767,668306,,,,,,,,,,,,
2023-02-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,288057,,,1005799,2062394,4428415,3911761,4572674,2340585,668306,,,,,,,,,,,,
2023-02-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,288121,,,1005801,2062142,4426922,3910243,4576102,2341177,668306,,,,,,,,,,,,
2023-02-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,288332,,,1006286,2061789,4428099,3910223,4574915,2341858,668306,,,,,,,,,,,,
2023-02-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,288518,,,1006539,2062166,4430132,3910491,4584551,2330015,668306,,,,,,,,,,,,
2023-02-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,289151,,,1007285,2063115,4429482,3905527,4587042,2331658,668306,,,,,,,,,,,,
2023-02-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,289287,,,1007691,2062938,4428948,3906865,4575020,2343448,668306,,,,,,,,,,,,
2023-02-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,289469,,,1008093,2063515,4428619,3904821,4592889,2327749,668306,,,,,,,,,,,,
2023-02-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,289972,,,1008305,2063622,4427647,3913033,4574435,2340694,666639,,,,,,,,,,,,
2023-02-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,290133,,,1008216,2063629,4430647,3907420,4574346,2347632,663306,,,,,,,,,,,,
2023-02-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,290678,,,1008551,2064533,4430880,3906630,4573962,2347763,663306,,,,,,,,,,,,
2023-02-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,290646,,,1009164,2064801,4429979,3911601,4574656,2343138,663306,,,,,,,,,,,,
2023-02-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,291074,,,1010210,2065919,4430658,3915628,4580935,2330579,663306,,,,,,,,,,,,
2023-02-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,291187,,,1010380,2065986,4429056,3912826,4570614,2345906,663306,,,,,,,,,,,,
2023-02-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,290702,,,1009908,2063839,4427787,3912478,4579750,2342609,663306,,,,,,,,,,,,
2023-02-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,290389,,,1009843,2063576,4430273,3910707,4581233,2342048,663306,,,,,,,,,,,,
2023-02-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,289126,,,1009307,2063587,4429085,3910395,4594361,2333312,663306,,,,,,,,,,,,
2023-02-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,288220,,,1009311,2064221,4427881,3912736,4596312,2331486,663306,,,,,,,,,,,,
2023-02-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,288094,,,1009608,2063439,4429446,3915557,4591332,2333642,663306,,,,,,,,,,,,
2023-02-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,287347,,,1009295,2064176,4429543,3914249,4580921,2346616,663306,,,,,,,,,,,,
2023-02-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,287518,,,1009549,2066914,4426533,3919948,4574153,2348388,663306,,,,,,,,,,,,
2023-02-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,287029,,,1009767,2067078,4425967,3919253,4563322,2361680,663306,,,,,,,,,,,,
2023-02-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,287403,,,1010271,2067450,4427189,3915813,4592485,2334354,663306,,,,,,,,,,,,
2023-02-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,288090,,,1010571,2066705,4428410,3917032,4588332,2336518,663306,,,,,,,,,,,,
2023-02-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,287889,,,1010393,2066554,4428607,3912794,4592767,2337661,663306,,,,,,,,,,,,
2023-02-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,287955,,,1011148,2066970,4433080,3912102,4580857,2345379,663306,,,,,,,,,,,,
2023-02-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,288471,,,1011828,2067005,4430325,3916577,4572053,2352155,663306,,,,,,,,,,,,
2023-03-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,289179,,,1012320,2066938,4429233,3904751,4558141,2378872,663306,,,,,,,,,,,,
2023-03-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,289928,,,1012699,2067584,4426190,3912031,4551686,2380227,663306,,,,,,,,,,,,
2023-03-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,290281,,,1013165,2068903,4423780,3917890,4548777,2378527,663306,,,,,,,,,,,,
2023-03-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,290983,,,1013940,2069395,4425115,3914559,4549015,2379334,663306,,,,,,,,,,,,
2023-03-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,290243,,,1014306,2070017,4425125,3917480,4561793,2364358,663306,,,,,,,,,,,,
2023-03-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,290504,,,1015209,2070958,4424304,3915209,4560288,2367674,663306,,,,,,,,,,,,
2023-03-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,290494,,,1014636,2071042,4427145,3908192,4582441,2351219,663306,,,,,,,,,,,,
2023-03-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,290568,,,1014436,2070604,4425623,3913090,4587898,2343832,663306,,,,,,,,,,,,
2023-03-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,291060,,,1014654,2070567,4426982,3907365,4587510,2348709,663306,,,,,,,,,,,,
2023-03-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,291841,,,1015977,2072587,4426591,3917825,4595838,2326999,663306,,,,,,,,,,,,
2023-03-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,292271,,,1018239,2077600,4434075,3923114,4582032,2321395,663306,,,,,,,,,,,,
2023-03-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,292474,,,1019439,2079594,4436633,3922894,4575716,2323002,663306,,,,,,,,,,,,
2023-03-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,292774,,,1019893,2080662,4437296,3927636,4546489,2345971,663306,,,,,,,,,,,,
2023-03-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,292536,,,1018588,2079491,4433219,3928762,4548854,2350221,663306,,,,,,,,,,,,
2023-03-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,292726,,,1017890,2075406,4438163,3926570,4548545,2353243,663306,,,,,,,,,,,,
2023-03-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,293431,,,1018629,2076284,4438017,3929362,4549760,2347898,663306,,,,,,,,,,,,
2023-03-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,293336,,,1019101,2076175,4433843,3933844,4549103,2348857,663306,,,,,,,,,,,,
2023-03-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,293251,,,1018506,2074484,4431902,3928773,4555298,2353137,663306,,,,,,,,,,,,
2023-03-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,293408,,,1018884,2075153,4432903,3929888,4557302,2348695,663306,,,,,,,,,,,,
2023-03-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,293325,,,1019178,2075436,4432252,3926907,4559181,2350920,663306,,,,,,,,,,,,
2023-03-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,293679,,,1019978,2076416,4432442,3928960,4559929,2316679,693306,,,,,,,,,,,,
2023-03-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,293815,,,1020020,2076413,4430988,3926836,4560585,2320451,693306,,,,,,,,,,,,
2023-03-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,293394,,,1020918,2077933,4434663,3919816,4528490,2355025,693306,,,,,,,,,,,,
2023-03-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,294372,,,1022475,2080636,4434670,3928531,4530762,2339794,693306,,,,,,,,,,,,
2023-03-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,294408,,,1022568,2081514,4434284,3921643,4532220,2345539,693306,,,,,,,,,,,,
2023-03-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,294275,,,1022911,2082190,4435301,3918231,4532431,2347756,693306,,,,,,,,,,,,
2023-03-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,294137,,,1023949,2083318,4437883,3914349,4554908,2325502,693306,,,,,,,,,,,,
2023-03-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,294282,,,1025103,2085367,4437380,3914055,4564411,2314272,693306,,,,,,,,,,,,
2023-03-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,294445,,,1025519,2086038,4438255,3913714,4564258,2313496,693306,,,,,,,,,,,,
2023-03-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,294486,,,1025740,2086119,4437391,3908639,4538625,2365685,673306,,,,,,,,,,,,
2023-03-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,294982,,,1026834,2086761,4438565,3909125,4546513,2354804,673306,,,,,,,,,,,,
2023-04-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,294955,,,1026996,2087141,4437879,3905869,4537077,2368602,673306,,,,,,,,,,,,
2023-04-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,294684,,,1027180,2087329,4437214,3906744,4537161,2369095,673306,,,,,,,,,,,,
2023-04-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,294937,,,1027504,2087520,4438966,3902546,4537686,2371111,673306,,,,,,,,,,,,
2023-04-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,295356,,,1028295,2088623,4437782,3901815,4540644,2368711,673306,,,,,,,,,,,,
2023-04-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,295904,,,1029052,2089052,4439439,3907952,4529826,2370862,673306,,,,,,,,,,,,
2023-04-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,295927,,,1029194,2089242,4438611,3893543,4544598,2371975,673306,,,,,,,,,,,,
2023-04-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,296319,,,1029684,2089806,4437976,3894232,4530786,2385175,673306,,,,,,,,,,,,
2023-04-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,296537,,,1029798,2090562,4439061,3893552,4530865,2384533,673306,,,,,,,,,,,,
2023-04-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,296124,,,1030105,2091204,4439182,3892171,4532806,2384260,673306,,,,,,,,,,,,
2023-04-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,295670,,,1030093,2091317,4439901,3894431,4553526,2361707,673306,,,,,,,,,,,,
2023-04-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,295302,,,1030114,2090853,4436814,3874343,4532464,2407667,673306,,,,,,,,,,,,
2023-04-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,294674,,,1030081,2090645,4433506,3872296,4544348,2403026,673306,,,,,,,,,,,,
2023-04-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,294723,,,1030416,2090943,4434530,3866263,4555633,2396901,673306,,,,,,,,,,,,
2023-04-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,294765,,,1030550,2091198,4433531,3869027,4581048,2370177,673306,,,,,,,,,,,,
2023-04-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,294327,,,1030353,2091087,4435931,3866008,4579175,2374440,673306,,,,,,,,,,,,
2023-04-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,294408,,,1030657,2091183,4438217,3865398,4577349,2374914,673306,,,,,,,,,,,,
2023-04-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,294498,,,1030984,2091655,4436934,3868149,4575255,2375601,673306,,,,,,,,,,,,
2023-04-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,294479,,,1031437,2091413,4436397,3882372,4588120,2349903,673306,,,,,,,,,,,,
2023-04-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,294807,,,1031691,2091281,4435519,3880526,4577541,2363611,673306,,,,,,,,,,,,
2023-04-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,295294,,,1032021,2091823,4434557,3884643,4572397,2365055,673306,,,,,,,,,,,,
2023-04-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,295538,,,1032068,2091533,4434103,3888796,4571183,2363481,673306,,,,,,,,,,,,
2023-04-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,295588,,,1032017,2091300,4433642,3890631,4567251,2367228,673306,,,,,,,,,,,,
2023-04-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,295773,,,1032344,2091461,4434009,3889408,4564978,2370590,673306,,,,,,,,,,,,
2023-04-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,294973,,,1032463,2091528,4433699,3888919,4563813,2374062,673306,,,,,,,,,,,,
2023-04-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,295527,,,1033039,2092144,4434667,3888984,4563037,2269045,777070,,,,,,,,,,,,
2023-04-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,295871,,,1033753,2093490,4434237,3888446,4565309,2254495,788736,,,,,,,,,,,,
2023-04-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,296263,,,1033656,2092939,4433282,3884762,4576364,2249167,788736,,,,,,,,,,,,
2023-04-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,296714,,,1034088,2092030,4432016,3885694,4586568,2240242,788736,,,,,,,,,,,,
2023-04-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,297219,,,1034347,2092093,4432377,3881645,4589043,2241460,788736,,,,,,,,,,,,
2023-04-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,297618,,,1034668,2092248,4432903,3884533,4585972,2241192,788736,,,,,,,,,,,,
2023-05-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,297843,,,1034637,2092387,4433418,3886413,4582209,2243302,788736,,,,,,,,,,,,
2023-05-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,298569,,,1035647,2093848,4435871,3890625,4579407,2226572,799182,,,,,,,,,,,,
2023-05-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,299053,,,1036531,2094121,4436856,3887481,4583432,2224000,799182,,,,,,,,,,,,
2023-05-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,299214,,,1036640,2093780,4435913,3893040,4565076,2238768,799182,,,,,,,,,,,,
2023-05-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,300194,,,1037583,2094026,4436950,3886257,4595471,2212688,799182,,,,,,,,,,,,
2023-05-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,300860,,,1038327,2095017,4437285,3892021,4585990,2214587,799182,,,,,,,,,,,,
2023-05-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,301757,,,1039467,2095652,4438253,3892757,4590629,2342286,663306,,,,,,,,,,,,
2023-05-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,302376,,,1040976,2098194,4440800,3896757,4594178,2328425,663306,,,,,,,,,,,,
2023-05-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,302926,,,1042116,2099430,4443427,3894609,4599109,2321003,663306,,,,,,,,,,,,
2023-05-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,303371,,,1043054,2101160,4442891,3897330,4594300,2321532,663306,,,,,,,,,,,,
2023-05-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,303638,,,1043856,2102048,4441981,3895318,4592270,2325485,663306,,,,,,,,,,,,
2023-05-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,303807,,,1044507,2102812,4440080,3898702,4600530,2315045,663306,,,,,,,,,,,,
2023-05-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,303916,,,1044796,2103459,4442884,3898202,4597379,2315796,663306,,,,,,,,,,,,
2023-05-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,303822,,,1044503,2102727,4441468,3888251,4597969,2328728,663306,,,,,,,,,,,,
2023-05-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,304024,,,1045197,2103477,4443901,3888015,4622321,2301503,663306,,,,,,,,,,,,
2023-05-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,304305,,,1045554,2104635,4444735,3885594,4621077,2303471,663306,,,,,,,,,,,,
2023-05-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,304346,,,1045413,2105028,4445348,3887021,4616322,2306852,663306,,,,,,,,,,,,
