Date_Time_UTC,0.00001,0.0001,0.001,0.01,0.1,1,10,100,1000,10000,100000,1000000,0.00001_BTC_total,0.0001_BTC_total,0.001_BTC_total,0.01_BTC_total,0.1_BTC_total,1_BTC_total,10_BTC_total,100_BTC_total,1000_BTC_total,10000_BTC_total,100000_BTC_total,1000000_BTC_total,USD_0.00001_BTC,USD_0.0001_BTC,USD_0.001_BTC,USD_0.01_BTC,USD_0.1_BTC,USD_1_BTC,USD_10_BTC,USD_100_BTC,USD_1000_BTC,USD_10000_BTC,USD_100000_BTC,USD_1000000_BTC
2024-06-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,324487,,,1096654,2132248,4348423,3870612,4852386,2520096,562102,,,,,,,,,,,,
2024-06-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,324638,,,1096899,2132453,4348349,3869752,4852014,2521266,562102,,,,,,,,,,,,
2024-06-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,324497,,,1096691,2133018,4348411,3870215,4840763,2532230,562102,,,,,,,,,,,,
2024-06-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,324166,,,1096711,2132990,4350025,3883410,4822057,2536854,562102,,,,,,,,,,,,
2024-06-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,324068,,,1096628,2132428,4348659,3888180,4817640,2539068,562102,,,,,,,,,,,,
2024-06-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,324147,,,1095249,2132628,4348755,3885294,4823299,2537758,562102,,,,,,,,,,,,
2024-06-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,324326,,,1095076,2133237,4349106,3884933,4807694,2553161,562102,,,,,,,,,,,,
2024-06-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,323790,,,1093561,2131775,4349050,3884502,4810146,2555109,562102,,,,,,,,,,,,
2024-06-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,322945,,,1093305,2132052,4350259,3883649,4810471,2555762,562102,,,,,,,,,,,,
2024-06-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,322462,,,1093177,2131866,4350774,3886132,4807619,2556877,562102,,,,,,,,,,,,
2024-06-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,322454,,,1093186,2130879,4350823,3888353,4807527,2556130,562102,,,,,,,,,,,,
2024-06-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,322522,,,1093366,2131681,4349193,3893515,4792129,2567393,562102,,,,,,,,,,,,
2024-06-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,322491,,,1093417,2131635,4350233,3896099,4799094,2557225,562102,,,,,,,,,,,,
2024-06-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,322472,,,1093245,2132253,4349344,3897290,4805117,2548685,564352,,,,,,,,,,,,
2024-06-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,322332,,,1093340,2131599,4350391,3895086,4796936,2559186,564352,,,,,,,,,,,,
2024-06-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,322310,,,1093549,2131637,4351533,3893716,4807114,2549366,564352,,,,,,,,,,,,
2024-06-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,321704,,,1092603,2129971,4349778,3889980,4796426,2569233,564352,,,,,,,,,,,,
2024-06-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,321782,,,1092772,2130373,4350243,3897031,4798051,2559845,564352,,,,,,,,,,,,
2024-06-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,321937,,,1092736,2130103,4348385,3899952,4796542,2560828,564352,,,,,,,,,,,,
2024-06-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,321925,,,1092898,2130737,4348776,3891994,4785419,2579106,564352,,,,,,,,,,,,
2024-06-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,322029,,,1093096,2130503,4349869,3896454,4798248,2561096,564352,,,,,,,,,,,,
2024-06-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,322093,,,1093436,2130078,4349645,3897105,4790848,2463957,668944,,,,,,,,,,,,
2024-06-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,321813,,,1093111,2130095,4350305,3896570,4790927,2464748,668944,,,,,,,,,,,,
2024-07-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,321902,,,1093091,2129891,4349573,3898214,4800234,2455112,668944,,,,,,,,,,,,
2024-07-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,321641,,,1093150,2129995,4350211,3894353,4789276,2469855,668944,,,,,,,,,,,,
2024-07-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,321674,,,1093420,2130200,4351856,3889814,4781916,2480054,668944,,,,,,,,,,,,
2024-07-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,321533,,,1092801,2129560,4349187,3892517,4762558,2493121,677036,,,,,,,,,,,,
2024-07-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,321666,,,1092948,2129043,4351495,3886707,4744088,2515711,677036,,,,,,,,,,,,
2024-07-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,321633,,,1093043,2129118,4350207,3887511,4744309,2516313,677036,,,,,,,,,,,,
2024-07-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,321524,,,1093027,2129451,4350446,3884610,4737643,2525901,677036,,,,,,,,,,,,
2024-07-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,321521,,,1093224,2129870,4351063,3888675,4743356,2515386,677036,,,,,,,,,,,,
2024-07-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,321520,,,1093535,2130139,4352019,3889521,4740312,2516556,677036,,,,,,,,,,,,
2024-07-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,321634,,,1093843,2130500,4351386,3889014,4761818,2495827,677036,,,,,,,,,,,,
2024-07-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,321706,,,1094118,2131469,4351721,3890840,4754236,2496953,680436,,,,,,,,,,,,
2024-07-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,321773,,,1094550,2131660,4353772,3900362,4743221,2489407,687201,,,,,,,,,,,,
2024-07-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,321860,,,1095005,2130946,4351922,3895137,4747236,2493113,687201,,,,,,,,,,,,
2024-07-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,321491,,,1094225,2131262,4351995,3894553,4759972,2482212,687201,,,,,,,,,,,,
2024-07-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,321097,,,1094206,2131556,4352176,3901001,4777217,2458987,687201,,,,,,,,,,,,
2024-07-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,321123,,,1094326,2131396,4353584,3905017,4756882,2474335,687201,,,,,,,,,,,,
2024-07-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,321020,,,1094423,2130508,4352335,3904623,4755661,2478614,687201,,,,,,,,,,,,
2024-07-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,321008,,,1094380,2129264,4351113,3908344,4744718,2488756,687201,,,,,,,,,,,,
2024-07-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,320981,,,1094381,2129812,4350538,3914070,4761222,2467018,687201,,,,,,,,,,,,
2024-07-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,320909,,,1094437,2129693,4350425,3907817,4759519,2474271,688681,,,,,,,,,,,,
2024-07-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,320866,,,1094389,2129984,4350277,3907121,4771036,2463923,688681,,,,,,,,,,,,
2024-07-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,320848,,,1094401,2129743,4350957,3907858,4770468,2463864,688681,,,,,,,,,,,,
2024-07-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,320895,,,1094795,2131231,4348018,3921813,4751059,2470878,688681,,,,,,,,,,,,
2024-07-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,320999,,,1095348,2131989,4349200,3923644,4752335,2465599,688681,,,,,,,,,,,,
2024-07-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,321094,,,1095300,2132178,4351427,3931102,4740582,2455423,701181,,,,,,,,,,,,
2024-07-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,321197,,,1095554,2133322,4351285,3928883,4745991,2451417,701181,,,,,,,,,,,,
2024-07-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,321245,,,1095733,2133157,4348477,3932827,4758440,2438246,701181,,,,,,,,,,,,
2024-07-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,321211,,,1096351,2133296,4348137,3927388,4752199,2450000,701181,,,,,,,,,,,,
2024-07-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,321151,,,1098471,2133173,4349074,3926150,4767859,2433227,701181,,,,,,,,,,,,
2024-07-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,321281,,,1098892,2134665,4351780,3926182,4762622,2434187,701181,,,,,,,,,,,,
2024-07-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,321339,,,1099564,2134364,4352725,3928139,4761736,2432193,701181,,,,,,,,,,,,
2024-08-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,321468,,,1099953,2133924,4353011,3934103,4769971,2418085,701181,,,,,,,,,,,,
2024-08-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,321498,,,1100414,2134003,4358779,3939877,4781003,2395338,701181,,,,,,,,,,,,
2024-08-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,321517,,,1100624,2134524,4359849,3938817,4780622,2395363,701181,,,,,,,,,,,,
2024-08-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,321274,,,1099315,2133932,4360415,3936981,4785754,2394063,701181,,,,,,,,,,,,
2024-08-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,321275,,,1099715,2132667,4358694,3953129,4772342,2394426,701181,,,,,,,,,,,,
2024-08-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,321466,,,1100261,2133853,4360200,3969676,4754077,2393127,701181,,,,,,,,,,,,
2024-08-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,321454,,,1100696,2134347,4361382,3975752,4738088,2401355,701181,,,,,,,,,,,,
2024-08-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,321520,,,1100948,2133953,4363907,3969834,4737002,2406296,701181,,,,,,,,,,,,
2024-08-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,321518,,,1100908,2134399,4362933,3970778,4736667,2397379,710485,,,,,,,,,,,,
2024-08-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,321504,,,1100089,2134143,4364396,3975179,4734140,2395526,710485,,,,,,,,,,,,
2024-08-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,321536,,,1100173,2133930,4366929,3977140,4728956,2396795,710485,,,,,,,,,,,,
2024-08-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,321516,,,1100258,2134059,4367732,3983484,4719787,2399070,710485,,,,,,,,,,,,
2024-08-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,321521,,,1100345,2134806,4368569,3979792,4723181,2398164,710485,,,,,,,,,,,,
2024-08-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,321605,,,1100469,2135630,4367174,3990353,4724169,2387384,710485,,,,,,,,,,,,
2024-08-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,321742,,,1100702,2136050,4368565,3985514,4740051,2374661,710485,,,,,,,,,,,,
2024-08-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,322145,,,1100899,2136676,4366856,3982978,4755517,2362651,710485,,,,,,,,,,,,
2024-08-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,322280,,,1097144,2135453,4367148,3976653,4753750,2375763,710485,,,,,,,,,,,,
2024-08-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,322383,,,1097484,2134988,4366148,3977161,4753844,2376654,710485,,,,,,,,,,,,
2024-08-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,322687,,,1097794,2134291,4366521,3978923,4758868,2369998,710485,,,,,,,,,,,,
2024-08-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,322953,,,1098022,2134690,4365125,3977585,4760822,2370345,710485,,,,,,,,,,,,
2024-08-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,323410,,,1098281,2134564,4363396,3976651,4775434,2358252,710485,,,,,,,,,,,,
2024-08-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,323606,,,1098623,2134364,4361211,3981389,4772668,2358623,710485,,,,,,,,,,,,
2024-08-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,323544,,,1098700,2134347,4358862,3982475,4772300,2360775,710485,,,,,,,,,,,,
2024-08-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,323539,,,1098748,2133971,4358444,3985025,4770708,2361058,710485,,,,,,,,,,,,
2024-08-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,323528,,,1098168,2133608,4357936,3984300,4773170,2361200,710485,,,,,,,,,,,,
2024-08-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,323581,,,1098095,2133561,4358692,3986802,4772258,2359322,710485,,,,,,,,,,,,
2024-08-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,323521,,,1097882,2133563,4359323,3983282,4801512,2341372,702791,,,,,,,,,,,,
2024-08-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,323568,,,1098316,2134852,4362755,4000516,4781574,2339384,702791,,,,,,,,,,,,
2024-08-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,323790,,,1098481,2135725,4361108,4011637,4774492,2336148,702791,,,,,,,,,,,,
2024-08-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,323942,,,1098785,2135905,4361041,4008453,4775067,2338628,702791,,,,,,,,,,,,
2024-08-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,324040,,,1098813,2135835,4361493,4007752,4773738,2340617,702791,,,,,,,,,,,,
2024-09-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,324049,,,1098891,2135698,4361944,4008089,4773784,2340267,702791,,,,,,,,,,,,
2024-09-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,324074,,,1099109,2135867,4360838,4013254,4770561,2339533,702791,,,,,,,,,,,,
2024-09-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,324146,,,1099187,2135896,4361482,4013467,4774260,2335277,702791,,,,,,,,,,,,
2024-09-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,324205,,,1099423,2136156,4362206,4014826,4772057,2335306,702791,,,,,,,,,,,,
2024-09-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,324384,,,1099838,2136111,4363990,4012421,4760180,2347755,702791,,,,,,,,,,,,
2024-09-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,324433,,,1100023,2136803,4363537,4020394,4747591,2343130,712008,,,,,,,,,,,,
2024-09-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,324548,,,1100529,2137209,4363378,4023505,4743275,2343954,712008,,,,,,,,,,,,
2024-09-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,324697,,,1100745,2137775,4364755,4021299,4736951,2350705,712008,,,,,,,,,,,,
2024-09-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,324594,,,1101188,2137942,4364185,4013300,4733496,2362679,712008,,,,,,,,,,,,
2024-09-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,324696,,,1101410,2138380,4361929,4027705,4745771,2337933,712008,,,,,,,,,,,,
2024-09-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,324860,,,1101535,2138347,4360819,4027401,4743858,2341348,712008,,,,,,,,,,,,
2024-09-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,324939,,,1101347,2138631,4361849,4026938,4743099,2341814,712008,,,,,,,,,,,,
2024-09-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,324875,,,1101548,2139251,4360394,4021505,4758399,2333042,712008,,,,,,,,,,,,
2024-09-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,324982,,,1101761,2139263,4359110,4018565,4761818,2333951,712008,,,,,,,,,,,,
2024-09-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,324824,,,1101712,2139128,4360142,4017551,4752375,2344182,712008,,,,,,,,,,,,
2024-09-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,324826,,,1101761,2139691,4360136,4011572,4757744,2344585,712008,,,,,,,,,,,,
2024-09-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,324807,,,1101935,2140185,4359391,4008985,4763923,2341522,712008,,,,,,,,,,,,
2024-09-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,324597,,,1101879,2140222,4359840,4009326,4749567,2355789,712008,,,,,,,,,,,,
2024-09-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,324503,,,1101510,2140002,4358461,4015314,4750474,2351340,712008,,,,,,,,,,,,
2024-09-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,324417,,,1100746,2139020,4360480,4015753,4737346,2364274,712008,,,,,,,,,,,,
2024-09-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,324367,,,1100946,2139373,4360450,4013239,4734856,2369232,712008,,,,,,,,,,,,
2024-09-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,324201,,,1100412,2139055,4358930,4011739,4737548,2370993,712008,,,,,,,,,,,,
2024-09-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,324175,,,1100788,2139040,4358581,4011390,4734187,2375181,712008,,,,,,,,,,,,
2024-09-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,324114,,,1100440,2139101,4357305,4010588,4743821,2368427,712008,,,,,,,,,,,,
2024-09-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,324024,,,1100421,2138655,4349303,3996498,4771139,2364180,712008,,,,,,,,,,,,
2024-09-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,324289,,,1100549,2139318,4345477,4005602,4779530,2349870,712008,,,,,,,,,,,,
2024-09-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,324343,,,1100562,2139236,4346822,4006812,4778317,2348979,712008,,,,,,,,,,,,
2024-09-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,324504,,,1100653,2139548,4347108,4004565,4772817,2356295,712008,,,,,,,,,,,,
2024-09-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,324463,,,1100655,2139513,4346928,4006139,4771864,2356388,712008,,,,,,,,,,,,
2024-09-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,324500,,,1100783,2140014,4348585,4005180,4768145,2359204,712008,,,,,,,,,,,,
2024-10-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,324628,,,1100820,2140386,4348339,4003767,4768933,2360002,712008,,,,,,,,,,,,
2024-10-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,324557,,,1100526,2140743,4347717,4010917,4771211,2351684,712008,,,,,,,,,,,,
2024-10-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,324430,,,1100581,2140045,4347999,4007781,4776009,2350988,712008,,,,,,,,,,,,
2024-10-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,324519,,,1100923,2140250,4347763,4007440,4777326,2350161,712008,,,,,,,,,,,,
2024-10-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,324777,,,1100979,2140329,4348294,4005208,4781832,2347450,712008,,,,,,,,,,,,
2024-10-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,324850,,,1101163,2140604,4349037,4004789,4782343,2346529,712008,,,,,,,,,,,,
2024-10-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,324867,,,1101235,2141154,4346740,4017596,4782630,2335618,712008,,,,,,,,,,,,
2024-10-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,324945,,,1101625,2141095,4349956,4037535,4771985,2323199,712008,,,,,,,,,,,,
2024-10-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,325001,,,1101786,2141122,4350474,4037527,4769656,2325185,712008,,,,,,,,,,,,
2024-10-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,325038,,,1102007,2140569,4351022,4047977,4758293,2326295,712008,,,,,,,,,,,,
2024-10-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,325367,,,1102415,2140763,4351264,4068295,4740980,2322559,712008,,,,,,,,,,,,
2024-10-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,325492,,,1102819,2140877,4351406,4080998,4728783,2321730,712008,,,,,,,,,,,,
2024-10-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,325336,,,1102816,2140518,4351520,4081539,4719390,2331425,712008,,,,,,,,,,,,
2024-10-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,324949,,,1101434,2139482,4350623,4090927,4723434,2322141,712008,,,,,,,,,,,,
2024-10-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,324847,,,1101047,2138227,4350780,4089249,4729137,2320178,712008,,,,,,,,,,,,
2024-10-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,324986,,,1100974,2137731,4348480,4088978,4744135,2308621,712008,,,,,,,,,,,,
2024-10-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,324939,,,1100647,2137262,4348987,4076455,4735382,2330722,712008,,,,,,,,,,,,
2024-10-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,324878,,,1100425,2137490,4348353,4086017,4719752,2337898,712008,,,,,,,,,,,,
2024-10-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,324807,,,1100400,2137486,4348026,4083981,4732433,2328213,712008,,,,,,,,,,,,
2024-10-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,324693,,,1100616,2137139,4348227,4082540,4737153,2325517,712008,,,,,,,,,,,,
2024-10-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,324754,,,1100741,2137362,4347096,4086875,4730038,2333899,707658,,,,,,,,,,,,
2024-10-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,325137,,,1100997,2136947,4347859,4092950,4721100,2336205,707658,,,,,,,,,,,,
2024-10-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,324922,,,1100789,2137118,4346409,4097137,4718389,2336925,707658,,,,,,,,,,,,
2024-10-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,324954,,,1101235,2137449,4348167,4098926,4714751,2336648,707658,,,,,,,,,,,,
2024-10-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,324906,,,1101364,2136823,4345424,4104505,4724178,2325434,707658,,,,,,,,,,,,
2024-10-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,324907,,,1101472,2136756,4345377,4099753,4729354,2325442,707658,,,,,,,,,,,,
2024-10-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,324836,,,1101618,2136273,4346264,4099333,4728829,2326404,707658,,,,,,,,,,,,
2024-10-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,324813,,,1101591,2135712,4345177,4105102,4727555,2324143,707658,,,,,,,,,,,,
2024-10-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,324670,,,1101101,2134369,4344014,4106123,4731849,2322456,707658,,,,,,,,,,,,
2024-10-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,324188,,,1100364,2133256,4341986,4118149,4737516,2312477,704858,,,,,,,,,,,,
2024-10-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,324147,,,1100392,2132978,4345500,4121320,4729686,2314375,704858,,,,,,,,,,,,
2024-11-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,324183,,,1100838,2133127,4343851,4133344,4714704,2318835,704858,,,,,,,,,,,,
2024-11-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,324100,,,1100783,2133190,4344524,4131442,4715441,2319863,704858,,,,,,,,,,,,
2024-11-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,323818,,,1099922,2133194,4343640,4133338,4714312,2321516,704858,,,,,,,,,,,,
2024-11-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,323746,,,1099436,2133353,4344322,4137798,4694509,2337055,704858,,,,,,,,,,,,
2024-11-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,323833,,,1099547,2133277,4345859,4147953,4684920,2335269,704858,,,,,,,,,,,,
2024-11-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,323668,,,1098977,2131862,4342329,4138621,4720287,2327390,692858,,,,,,,,,,,,
2024-11-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,323714,,,1098494,2130828,4339671,4140903,4736791,2313214,692858,,,,,,,,,,,,
2024-11-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,323722,,,1098431,2129983,4339070,4152021,4738294,2302550,692858,,,,,,,,,,,,
2024-11-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,323936,,,1097307,2128569,4336840,4150633,4739471,2307738,692858,,,,,,,,,,,,
2024-11-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,323871,,,1096616,2127338,4334775,4155108,4736260,2309205,694658,,,,,,,,,,,,
2024-11-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,323743,,,1095419,2125693,4333222,4152396,4760137,2292957,694658,,,,,,,,,,,,
2024-11-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,323287,,,1092976,2120857,4326903,4134456,4795778,2279945,704497,,,,,,,,,,,,
2024-11-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,323243,,,1091832,2117615,4326696,4148550,4785402,2281283,704497,,,,,,,,,,,,
2024-11-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,322969,,,1090341,2115275,4323245,4169229,4761798,2292188,704497,,,,,,,,,,,,
2024-11-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,322520,,,1089772,2114852,4319804,4205519,4726487,2296555,704497,,,,,,,,,,,,
2024-11-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,322188,,,1089071,2114186,4317574,4214323,4719679,2298963,704497,,,,,,,,,,,,
2024-11-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,322163,,,1088735,2114303,4316752,4212609,4721993,2299909,704497,,,,,,,,,,,,
2024-11-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,322286,,,1088469,2113630,4317972,4222267,4717345,2294954,704497,,,,,,,,,,,,
2024-11-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,322312,,,1088344,2113039,4315228,4217575,4734676,2326212,664583,,,,,,,,,,,,
2024-11-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,322332,,,1087947,2111177,4313820,4226470,4721843,2334274,664583,,,,,,,,,,,,
2024-11-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,322084,,,1087222,2108922,4312163,4241558,4701496,2356872,652583,,,,,,,,,,,,
2024-11-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,321832,,,1085807,2105867,4309093,4253396,4693339,2361455,652583,,,,,,,,,,,,
2024-11-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,321121,,,1083267,2103034,4306175,4258102,4698175,2360325,653583,,,,,,,,,,,,
2024-11-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,320810,,,1082703,2102258,4305897,4263960,4713801,2349829,644934,,,,,,,,,,,,
2024-11-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,320752,,,1082537,2101766,4305439,4270639,4712905,2344210,646434,,,,,,,,,,,,
2024-11-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,320370,,,1081201,2100146,4304705,4266479,4714894,2349440,647934,,,,,,,,,,,,
2024-11-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,320448,,,1081101,2099883,4303956,4278428,4706423,2347406,647934,,,,,,,,,,,,
2024-11-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,320637,,,1080981,2100323,4302684,4274737,4708529,2350176,647934,,,,,,,,,,,,
2024-11-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,320235,,,1080118,2098875,4303106,4292396,4698373,2345382,647934,,,,,,,,,,,,
